Unnamed: 0,Name,Price,Rating,Benefits,Location,HotelID
207,Benzen ruby 2,8603716.0,7.7,"Bữa sáng, Bãi đậu xe, Nhận phòng trễ",Nha Trang,463
208,Vitamin Sea Nha Trang,220459.0,8.7,"Bãi đậu xe, Wifi miễn phí",Nha Trang,464
209,Sunrise Ocean View Apartment,414353.0,8.3,"Bãi đậu xe, Wifi miễn phí",Nha Trang,465
210,Nice Swan Hotel Nha Trang,279533.0,7.5,"Bãi đậu xe, Nhận phòng nhanh, Wifi miễn phí",Nha Trang,466
211,Iridescent Clouds Hotel,455587.0,6.7,"Wifi miễn phí, Bãi đậu xe",Nha Trang,467
212,Aladin Hotel,212587.0,8.0,Wifi miễn phí,Nha Trang,468
213,The Alley Hostel,10582.0,9.1,"Bữa sáng, Vào hồ bơi miễn phí, Wifi miễn phí",Nha Trang,469
214,Oasis Retreat - Muong Thanh Vien Trieu,559812.0,7.8,"Bãi đậu xe, Wifi miễn phí, Trả phòng muộn",Nha Trang,470
215,Blue Pearl Hotel,314398.0,8.7,"Nhận phòng nhanh, Wifi miễn phí",Nha Trang,471
216,BIDV Beach Hotel Nha Trang,199999.0,9.8,"Bữa sáng, Nhận phòng nhanh, Wifi miễn phí",Nha Trang,472
217,Thai Binh Cam Ranh Hotel,404762.0,8.2,"Phòng tập miễn phí, Bãi đậu xe",Nha Trang,473
218,Aqua Seaview Hotel,366667.0,8.9,"Bãi đậu xe, Wifi miễn phí",Nha Trang,474
219,Glory Hotel Nha Trang,27566.0,8.2,"Bãi đậu xe, Wifi miễn phí",Nha Trang,475
220,Arena Seaview Cam Ranh Beach Resort Nha Trang Best Location Near The Airport,108642.0,8.1,"Bữa sáng, Bãi đậu xe, Nhận phòng sớm",Nha Trang,476
221,KHÁCH SẠN SIKA,194004.0,7.8,Wifi miễn phí,Nha Trang,477
222,Lee Charming Hotel Nha Trang,277778.0,9.8,Bữa sáng,Nha Trang,478
223,Napoleon Nha Trang Hotel,381818.0,10.0,"Bữa sáng, Bãi đậu xe, Free sauna access",Nha Trang,479
224,Moschino HT,257333.0,8.5,"Bãi đậu xe, Wifi miễn phí",Nha Trang,480
225,Wild Beach Resort,661376.0,7.1,"Bãi đậu xe, Wifi miễn phí",Nha Trang,481
226,Luxury villa trong Whyndham garden Cam Ranh,4564647.0,10.0,"Bãi đậu xe, Nhận phòng nhanh, Wifi miễn phí",Nha Trang,482
227,Sunset Beach Resort & Spa,1020243.0,8.8,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,483
228,Seashells Phu Quoc Hotel & Spa,1882833.0,9.0,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,484
229,Mercury Phu Quoc Resort and Villas,1515631.0,8.4,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,485
230,Valentina Resort & Spa Phu Quoc,648246.0,9.0,"Bữa sáng, Nước uống chào đón, Bãi đậu xe",Phú Quốc,486
231,Andochine Villas Resort & Spa – All Villas with Private Pool,3733905.0,9.0,"Bữa sáng, Nước uống chào đón, Bãi đậu xe",Phú Quốc,487
232,Venice Hotel Phu Quoc - Free Hon Thom Island Waterpark Cable Car & Sunset Town Tour,1281769.0,9.9,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,488
233,Muong Thanh Luxury Phu Quoc Hotel,1106654.0,8.0,"Bữa sáng, Nước uống chào đón, Bãi đậu xe",Phú Quốc,489
234,SOL By Melia Phu Quoc,1843975.0,8.5,"Bữa sáng, Bao gồm bữa tối, All Inclusive",Phú Quốc,490
235,Dusit Princess Moonrise Beach Resort,1962774.0,9.2,"Bữa sáng, Nước uống chào đón, Bãi đậu xe",Phú Quốc,491
236,Coco Palm Beach Resort & Spa,1873674.0,8.5,"Bữa sáng, Nước uống chào đón",Phú Quốc,492
237,M Hotel Phu Quoc,1168336.0,8.9,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,493
238,Sonaga Beach Resort & Villas Phu Quoc,902515.0,8.2,"Bãi đậu xe, Nhận phòng nhanh, Wifi miễn phí",Phú Quốc,494
239,Venus Hotel & Sky Bar Phu Quoc,271605.0,7.4,"Nước uống chào đón, Bãi đậu xe, Wifi miễn phí",Phú Quốc,495
240,HANZ Lagoon Sunset Boutique Hotel,419186.0,8.8,"Bữa sáng, Vào hồ bơi miễn phí, Bãi đậu xe",Phú Quốc,496
241,Leaf Hotel Phu Quoc,482856.0,9.4,"Nước uống chào đón, Vào hồ bơi miễn phí",Phú Quốc,497
242,Dendi Resort Phu Quoc,396384.0,8.2,"Bãi đậu xe, Nhận phòng nhanh, Wifi miễn phí",Phú Quốc,498
243,THE PIER PHU QUOC RESORT,479373.0,8.2,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,499
244,ROSIE BALCONY HOTEL  PHU QUOC,1226925.0,8.9,"Bãi đậu xe, Khử trùng phòng",Phú Quốc,500
245,OYO 952 Linh Dan Bungalow,187144.0,6.8,"Bãi đậu xe, Nhận phòng nhanh, Wifi miễn phí",Phú Quốc,501
246,JM boutique-hotel,1075467.0,9.4,"Bữa sáng, Phòng tập miễn phí",Phú Quốc,502
247,Phu My Hung Bungalow,342831.0,9.1,"Bãi đậu xe, Wifi miễn phí",Phú Quốc,503
248,La Nube Residence,483503.0,8.6,"Bữa sáng, Nước uống chào đón, Bãi đậu xe",Phú Quốc,504
249,Bamboo Cottages,854323.0,8.8,"Bữa sáng, Bãi đậu xe, Nhận phòng nhanh",Phú Quốc,505
250,hai phuong tuyen,176367.0,8.6,Wifi miễn phí,Phú Quốc,506
251,Hoàng Hôn Beach House Phú Quốc,497328.0,7.9,"Wifi miễn phí, Bãi đậu xe, Nước uống chào đón",Phú Quốc,507
252,HANZ VeniceRiver Power MIA Grand World,510963.0,8.1,"Bãi đậu xe, Wifi miễn phí, Nhận phòng nhanh",Phú Quốc,508
253,Moc Lam Homestay,46891.0,9.0,"Wifi miễn phí, Nước uống chào đón",Phú Quốc,509
254,EMOLIA Coffee Tea & Mini Hotel,49185.0,9.6,"Bãi đậu xe, Wifi miễn phí",Phú Quốc,510
